일련번호,조사서번호,사망자수,부상자수,인명피해수,재산피해금액,상급기관명,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,위치정보X,위치정보Y,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,귀소일자,귀소시각,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,시설장소대분류명,시설장소중분류명,시설장소소분류명,화재유형명,발화지점,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,최초착화물소분류명,연소확대물대분류명,연소확대물소분류명,발생원인,전체인력수합계,동원소방력수,동원의용소방력수,동원경찰수,동원일반직수,동원군인수,동원전기가스유관기관수,기타동원명수,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
7,1.20129E+14,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20120129,171300,20120129,171352,,,20120129,171432,20120129,173132,20120129,53149,20120129,173149,20120129,181000,1700,17,9,6,0,강원도,횡성군,우천면,용둔리,186-1,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,11,8,0,2,1,0,0,0,5,구름조금,0,16,225,4,
8,1.20205E+14,0,0,0,2900,강원소방본부,고성소방서,거진119안전센터,,20120205,160500,20120205,160530,,,20120205,160608,20120205,161020,20120205,44902,20120205,165202,20120205,181000,412,4142,40,4,0,강원도,고성군,거진읍,거진리,,,임야,산불,사유림,임야,산정상,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,풀/나뭇잎,,,,68,18,12,5,7,0,26,0,12,맑음,6,29,135,4,건조주의보
9,1.2021E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,북방119지역대,20120210,162100,20120210,162112,,,20120210,162313,20120210,162557,20120210,54540,20120210,180740,20120210,195417,244,14143,8,8,3,강원도,홍천군,북방면,능평리,11,,임야,산불,국유림,임야,산정상,입산자실화,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,127,9,40,5,25,5,28,15,10,구름많음,1,33,225,4,
10,1.20215E+14,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20120215,100400,20120215,100446,,,20120215,100714,20120215,102000,20120215,23000,20120215,150000,20120215,150500,1246,44000,85,25,10,강원도,인제군,서화면,서화리,23,서화길3-14,임야,산불,국유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,65,6,17,2,0,20,20,0,15,맑음,5,18,180,4,
11,1.20219E+14,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,하장119지역대,20120219,190300,20120219,190300,,,20120219,190448,20120219,193548,20120219,73548,20120219,215248,20120219,230548,3100,21700,51,42,17,강원도,삼척시,하장면,어리,92,역둔원동로347-111,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,쓰레기류,기타쓰레기,종이/목재/건초등,풀/나뭇잎,원거리소방서,58,10,40,0,3,0,0,5,9,맑음,-5,25,270,4,
12,1.20222E+14,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,남면119지역대,20120222,103800,20120222,103849,,,20120222,103900,20120222,105500,20120222,112013,20120222,113000,20120222,125300,1600,3500,45,30,12,강원도,인제군,남면,갑둔리,,,임야,산불,국유림,임야,산정상,미상,기타,기타,기타,기타,기타,기타,,,기타,52,7,0,0,40,5,0,0,5,맑음,6,67,315,4,
13,1.20228E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20120228,120400,20120228,120447,,,20120228,120643,20120228,121000,20120228,123727,20120228,125400,20120228,134500,317,4400,20,2,0,강원도,춘천시,남산면,방곡리,198-1,노일길51,임야,산불,사유림,임야,평지,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,61,12,15,4,10,0,0,20,10,구름조금,2,30,135,4,
14,1.20228E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,동면119지역대,20120228,143700,20120228,143725,,,20120228,143817,20120228,144529,20120228,30427,20120228,151800,20120228,154405,712,3231,63,18,5,강원도,양구군,동면,팔랑리,631,,임야,산불,사유림,임야,산아래,성묘객,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,잔디,,,,113,7,18,0,20,0,30,38,28,맑음,6,48,90,4,
15,1.20228E+14,0,0,0,880,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20120228,170300,20120228,170353,,,20120228,170501,20120228,171849,20120228,54134,20120228,174134,20120228,201604,1348,2245,39,22,10,강원도,홍천군,서면,중방대리,588,,임야,산불,사유림,임야,산아래,기타,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,53,7,20,0,17,0,9,0,5,맑음,6,52,315,4,
16,1.20305E+14,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20120304,235200,20120304,235245,,,20120304,235324,20120305,2024,20120305,24024,20120305,31424,20120305,34024,2700,25400,25,5,0,강원도,춘천시,서면,안보리,328,율장길30-58,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,80,5,45,0,30,0,0,0,2,흐림,2,69,45,4,
17,1.20308E+14,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20120308,161700,20120308,161712,,,20120308,161751,20120308,162151,20120308,42551,20120308,163051,20120308,172651,400,900,25,5,0,강원도,양양군,서면,수상리,405-281,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,건초,,,,27,17,0,0,0,0,10,0,9,맑음,6,40,0,12,
18,1.20327E+14,0,0,0,0,강원소방본부,고성소방서,동광119안전센터,,20120327,103500,20120327,103516,,,20120327,103739,20120327,104539,20120327,104839,20120327,105639,20120327,112039,800,1100,5,5,0,강원도,고성군,토성면,,,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,건초,,,,32,20,0,2,10,0,0,0,10,맑음,11,9,45,4,
19,1.20401E+14,0,0,0,0,강원소방본부,춘천소방서,효자119안전센터,,20120401,202500,20120401,202555,,,20120401,202656,20120401,203844,20120401,95241,20120401,221544,20120401,230212,1148,13700,14,11,0,강원도,춘천시,칠전동,,97,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,112,10,35,10,30,0,27,0,8,맑음,8,24,225,4,
20,1.20408E+14,0,1,1,0,강원소방본부,속초소방서,노학119안전센터,,20120408,134000,20120408,134038,,,20120408,134142,20120408,135225,20120408,20042,20120408,140142,20120408,145342,1043,917,5,2,0,강원도,속초시,조양동,,,,임야,산불,공유림,임야,산정상,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,건초,,,,56,16,0,10,20,0,0,10,16,맑음,21,14,225,12,
21,1.20409E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20120409,152300,20120409,152311,,,20120409,152409,20120409,160409,20120409,61009,20120409,185209,20120409,190009,4000,24800,60,28,40,강원도,화천군,화천읍,풍산리,산269,호음로151-21,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,41,4,3,5,10,3,0,16,1,맑음,17,29,135,4,
22,1.2041E+14,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20120410,110600,20120410,110657,,,20120410,110732,20120410,112018,20120410,113518,20120410,115843,20120410,120516,1246,3825,61,6,0,강원도,평창군,진부면,두일리,293,방아다리로363-37,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,25,6,0,2,7,0,0,10,7,맑음,17,38,90,8,
23,1.20415E+14,0,0,0,55,강원소방본부,평창소방서,진부119안전센터,,20120415,151400,20120415,151409,,,20120415,151445,20120415,152849,20120415,40348,20120415,170451,20120415,182216,1404,13602,50,5,0,강원도,평창군,진부면,상진부리,159,억두동길127-2,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,,,,80,7,0,3,30,0,30,10,17,맑음,14,75,0,8,
24,1.20416E+14,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,,20120415,201700,20120415,201733,,,20120415,201918,20120415,203218,20120415,85018,20120415,213018,20120415,234018,1300,5800,40,10,0,강원도,삼척시,도계읍,상덕리,118,도상로310-43,임야,산불,국유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,전기적요인,누전/지락,전기/전자,전선피복,,,,85,13,5,5,5,0,30,27,14,맑음,18,30,270,8,
25,1.20418E+14,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20120418,160200,20120418,160244,,,20120418,160402,20120418,160902,20120418,42502,20120418,164402,20120418,180002,500,3500,4,4,3,강원도,철원군,갈말읍,문혜리,277,,임야,산불,사유림,임야,산아래,입산자실화,미상,미상,미상,미상,종이/목재/건초등,건초,,,,76,6,10,0,0,0,60,0,8,맑음,13,71,90,17,
26,1.20419E+14,0,0,0,7169,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20120419,141200,20120419,141234,,,20120419,141419,20120419,143816,20120419,110000,20120420,191323,20120420,203110,2357,43507,15,15,10,강원도,홍천군,화촌면,내삼포리,51,,임야,산불,국유림,임야,산중턱,입산자실화,미상,미상,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서/화재인지/신고지연,1264,121,475,15,426,0,114,113,72,맑음,14,56,90,8,
27,1.20419E+14,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,,20120419,145800,20120419,145824,,,20120419,145952,20120419,151206,20120419,72632,20120419,192633,20120419,211338,1214,41427,30,30,7,강원도,횡성군,청일면,유동리,50,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,289,12,65,5,0,0,200,7,20,구름많음,17,57,90,4,
28,1.2042E+14,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,,20120420,33100,20120420,33144,,,20120420,33417,20120420,35121,20120420,64656,20120420,64657,20120420,74055,1704,25536,26,26,5,강원도,횡성군,청일면,고시리,195-1,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,115,7,15,2,0,0,88,3,14,흐림,12,71,90,4,
29,1.2042E+14,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,청일지역대,20120420,125100,20120420,125119,,,20120420,125301,20120420,130802,20120420,14412,20120420,134834,20120420,151000,1501,4032,25,13,4,강원도,횡성군,청일면,고시리,190,,임야,산불,사유림,임야,산정상,기타,기타,기타,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,58,8,18,2,30,0,0,0,12,구름많음,22,33,180,4,
30,1.2042E+14,0,0,0,9,강원소방본부,영월소방서,주천119안전센터,,20120420,175000,20120420,175030,,,20120420,175234,20120420,180200,20120420,63500,20120420,184142,20120420,201207,926,3942,31,5,0,강원도,영월군,주천면,신일리,119,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,106,6,20,5,35,0,0,40,7,구름많음,19,40,135,4,
31,1.20424E+14,0,0,0,0,강원소방본부,동해소방서,북평119안전센터,,20120424,142700,20120424,142713,,,20120424,142932,20120424,143552,20120424,25052,20120424,151652,20120424,184052,620,4100,15,7,0,강원도,동해시,쇄운동,,74,효자로381,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,92,21,0,7,0,0,49,15,18,맑음,23,37,90,4,
32,1.20427E+14,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20120427,100600,20120427,100648,,,20120427,100935,20120427,104200,20120427,51300,20120427,171300,20120427,180000,3225,63100,0,45,20,강원도,인제군,서화면,,1,,임야,산불,국유림,임야,산정상,군경사격장,폭발물/폭죽,폭탄/탄약,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,26,8,5,0,0,0,13,0,13,맑음,19,38,45,12,
33,1.20429E+14,0,0,0,0,강원소방본부,인제소방서,기린119안전센터,상남119지역대,20120429,180200,20120429,180251,,,20120429,180330,20120429,181931,20120429,64118,20120429,192813,20120429,203806,1601,10842,56,39,6,강원도,인제군,상남면,하남리,21,,임야,산불,국유림,임야,산정상,미상,담뱃불/라이터불,담뱃불,기타,기타,기타,기타,,,,153,6,35,2,40,0,50,20,13,맑음,25,30,180,4,
34,1.2043E+14,0,0,0,0,강원소방본부,춘천소방서,석사119안전센터,동산119지역대,20120430,101200,20120430,101201,,,20120430,101647,20120430,103908,20120430,112601,20120430,113542,20120430,125529,2221,5634,24,19,0,강원도,춘천시,동산면,군자리,172,,임야,산불,사유림,임야,산정상,입산자실화,기타,기타,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,155,14,30,10,50,0,40,11,12,맑음,19,56,315,4,
35,1.2043E+14,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20120430,120800,20120430,120817,,,20120430,121011,20120430,122225,20120430,10055,20120430,131055,20120430,140055,1214,4830,13,6,0,강원도,원주시,판부면,금대리,1463-1,치악로546-22,임야,산불,공유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/기상(건조/강풍등),26,20,0,2,2,0,2,0,8,맑음,18,59,45,4,
36,1.2043E+14,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,소초119지역대,20120430,154300,20120430,154341,,,20120430,154430,20120430,155011,20120430,42011,20120430,163011,20120430,170611,541,4000,10,5,5,강원도,원주시,소초면,흥양리,102-4,황골로442-23,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서,60,8,20,2,10,0,20,0,8,맑음,21,37,90,8,
37,1.20501E+14,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20120501,135100,20120501,135128,,,20120501,135352,20120501,141052,20120501,25052,20120501,155052,20120501,174052,1700,14000,57,20,10,강원도,삼척시,가곡면,탕곡리,,가곡천로1692-73,임야,산불,국유림,임야,산정상,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,146,7,43,2,40,0,47,7,15,맑음,16,68,45,8,
38,1.20506E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20120506,123500,20120506,123530,,,20120506,123650,20120506,131300,20120506,15250,20120506,150550,20120506,152622,3610,15250,45,15,32,강원도,화천군,화천읍,신읍리,252,율대로953,임야,산불,국유림,임야,산아래,논/밭두렁,미상,미상,부주의,쓰레기소각,쓰레기류,쓰레기,쓰레기류,쓰레기,기상(건조/강풍등)/방화구획기능불충분,125,15,10,10,20,50,0,20,11,맑음,19,15,90,12,
39,1.20506E+14,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,,20120506,135200,20120506,135203,,,20120506,135434,20120506,141831,20120506,23350,20120506,145050,20120506,153350,2357,3219,19,12,0,강원도,원주시,호저면,대덕리,77,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등)/방화구획기능불충분/원거리소방서/인접건물과의이격거리협소,67,15,0,2,15,0,0,35,7,맑음,19,15,90,12,
40,1.20506E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20120506,144800,20120506,144854,,,20120506,145032,20120506,151631,20120506,33537,20120506,153537,20120506,164525,2559,1906,23,23,18,강원도,홍천군,화촌면,풍천리,121-1,상평길13,임야,산불,국유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,부주의,기타,기타,,,,28,6,0,2,5,0,15,0,10,맑음,24,12,225,8,
41,1.20507E+14,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20120507,144500,20120507,144527,,,20120507,144727,20120507,151327,20120507,32527,20120507,153727,20120507,163927,2600,2400,8,8,0,강원도,철원군,갈말읍,지경리,5,지경1길59,임야,산불,공유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,50,10,5,0,15,5,0,15,6,맑음,24,20,225,4,
42,1.20507E+14,0,0,0,0,강원소방본부,평창소방서,봉평119안전센터,,20120507,153200,20120507,153218,,,20120507,153312,20120507,155958,20120507,43850,20120507,185121,20120507,185121,2646,25123,45,12,0,강원도,평창군,봉평면,진조리,,진조2길281-71,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,140,20,20,0,0,0,70,30,14,맑음,22,10,90,8,
43,1.20508E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,해안119지역대,20120508,130600,20120508,130600,,,20120508,130600,20120508,132447,20120508,34853,20120508,175148,20120508,175148,1847,42701,75,33,5,강원도,양구군,해안면,,,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,기타,51,16,4,1,0,30,0,0,5,맑음,21,52,135,4,
44,1.20511E+14,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,,20120511,85500,20120511,85522,,,20120511,85707,20120511,90709,20120511,91618,20120511,91618,20120511,93244,1002,909,20,5,0,강원도,홍천군,남면,화전리,826-1,,임야,산불,국유림,임야,산정상,기타,기타,기타,기타,기타,기타,기타,,,,41,5,0,2,2,30,2,0,4,비,11,92,270,4,
